UserID,MovieID,Rating,Timestamp,Title,Genres,Gender,Age,Occupation,Zip-code
15,3155,4,978196389,Anna and the King (1999),Drama|Romance,M,25,7,22903
15,70,2,978212287,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,25,7,22903
15,2391,3,978198150,"Simple Plan, A (1998)",Crime|Thriller,M,25,7,22903
17,1193,5,978158471,One Flew Over the Cuckoo's Nest (1975),Drama,M,50,1,95350
17,1610,4,978159762,"Hunt for Red October, The (1990)",Action|Thriller,M,50,1,95350
18,1690,1,978153649,Alien: Resurrection (1997),Action|Horror|Sci-Fi,F,18,3,95825
18,1193,4,978156168,One Flew Over the Cuckoo's Nest (1975),Drama,F,18,3,95825
18,1500,4,978155654,Grosse Pointe Blank (1997),Comedy|Crime,F,18,3,95825
18,10,5,978153344,GoldenEye (1995),Action|Adventure|Thriller,F,18,3,95825
18,2826,4,978153540,"13th Warrior, The (1999)",Action|Horror|Thriller,F,18,3,95825
18,2763,3,978153370,"Thomas Crown Affair, The (1999)",Action|Thriller,F,18,3,95825
18,2391,1,978155685,"Simple Plan, A (1998)",Crime|Thriller,F,18,3,95825
19,1188,5,978556835,Strictly Ballroom (1992),Comedy|Romance,M,1,10,48073
19,1193,5,982730936,One Flew Over the Cuckoo's Nest (1975),Drama,M,1,10,48073
19,1792,3,978147395,U.S. Marshalls (1998),Action|Thriller,M,1,10,48073
19,10,5,978147137,GoldenEye (1995),Action|Adventure|Thriller,M,1,10,48073
19,1610,2,978147043,"Hunt for Red October, The (1990)",Action|Thriller,M,1,10,48073
19,2502,4,979429593,Office Space (1999),Comedy|Romance,M,1,10,48073
20,70,4,978143369,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,25,14,55113
22,678,4,981605460,Some Folks Call It a Sling Blade (1993),Drama|Thriller,M,18,15,53706
22,1792,2,978136908,U.S. Marshalls (1998),Action|Thriller,M,18,15,53706
22,10,3,980066459,GoldenEye (1995),Action|Adventure|Thriller,M,18,15,53706
22,2826,3,978136940,"13th Warrior, The (1999)",Action|Horror|Thriller,M,18,15,53706
22,2763,2,980066445,"Thomas Crown Affair, The (1999)",Action|Thriller,M,18,15,53706
22,2791,4,978152972,Airplane! (1980),Comedy,M,18,15,53706
22,2502,3,978153751,Office Space (1999),Comedy|Romance,M,18,15,53706
22,70,4,978136888,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,18,15,53706
22,2391,4,978136512,"Simple Plan, A (1998)",Crime|Thriller,M,18,15,53706
23,1188,3,978465336,Strictly Ballroom (1992),Comedy|Romance,M,35,0,90049
23,1690,5,978464728,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,35,0,90049
23,1500,4,978462640,Grosse Pointe Blank (1997),Comedy|Crime,M,35,0,90049
23,3556,3,978459672,"Virgin Suicides, The (1999)",Comedy|Drama,M,35,0,90049
23,357,1,978465462,Four Weddings and a Funeral (1994),Comedy|Romance,M,35,0,90049
23,1610,3,978465796,"Hunt for Red October, The (1990)",Action|Thriller,M,35,0,90049
23,2502,3,978465505,Office Space (1999),Comedy|Romance,M,35,0,90049
23,70,4,978460739,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,35,0,90049
23,2391,3,978462554,"Simple Plan, A (1998)",Crime|Thriller,M,35,0,90049
24,1193,5,978136709,One Flew Over the Cuckoo's Nest (1975),Drama,F,25,7,10023
24,597,4,978133171,Pretty Woman (1990),Comedy|Romance,F,25,7,10023
24,2791,4,978131980,Airplane! (1980),Comedy,F,25,7,10023
25,1610,5,978132793,"Hunt for Red October, The (1990)",Action|Thriller,M,18,4,01609
25,2502,5,978131157,Office Space (1999),Comedy|Romance,M,18,4,01609
26,597,4,978138759,Pretty Woman (1990),Comedy|Romance,M,25,7,23112
26,236,3,978271538,French Kiss (1995),Comedy|Romance,M,25,7,23112
26,1457,4,978276041,Fools Rush In (1997),Comedy|Romance,M,25,7,23112
26,1035,2,978273268,"Sound of Music, The (1965)",Musical,M,25,7,23112
26,2791,1,978141700,Airplane! (1980),Comedy,M,25,7,23112
27,1180,4,978129392,Hear My Song (1991),Comedy,M,25,11,19130
27,1188,3,978129368,Strictly Ballroom (1992),Comedy|Romance,M,25,11,19130
28,1193,3,978125194,One Flew Over the Cuckoo's Nest (1975),Drama,F,25,1,14607
28,357,3,978126093,Four Weddings and a Funeral (1994),Comedy|Romance,F,25,1,14607
29,1610,3,978135941,"Hunt for Red October, The (1990)",Action|Thriller,M,35,7,33407
30,3155,2,978121902,Anna and the King (1999),Drama|Romance,F,35,7,19143
31,1188,1,978120886,Strictly Ballroom (1992),Comedy|Romance,M,56,7,06840
31,357,5,978121329,Four Weddings and a Funeral (1994),Comedy|Romance,M,56,7,06840
32,3556,4,978121288,"Virgin Suicides, The (1999)",Comedy|Drama,F,25,0,19355
33,1193,5,978557765,One Flew Over the Cuckoo's Nest (1975),Drama,M,45,3,55421
33,678,5,978108639,Some Folks Call It a Sling Blade (1993),Drama|Thriller,M,45,3,55421
33,1792,4,978110411,U.S. Marshalls (1998),Action|Thriller,M,45,3,55421
33,1035,5,978109398,"Sound of Music, The (1965)",Musical,M,45,3,55421
33,1610,5,978558546,"Hunt for Red October, The (1990)",Action|Thriller,M,45,3,55421
33,2791,4,978108670,Airplane! (1980),Comedy,M,45,3,55421
33,2391,4,978109863,"Simple Plan, A (1998)",Crime|Thriller,M,45,3,55421
34,1188,1,978104414,Strictly Ballroom (1992),Comedy|Romance,F,18,0,02135
34,597,5,978104399,Pretty Woman (1990),Comedy|Romance,F,18,0,02135
34,236,1,978104619,French Kiss (1995),Comedy|Romance,F,18,0,02135
34,1500,4,978103166,Grosse Pointe Blank (1997),Comedy|Crime,F,18,0,02135
34,2791,5,978103106,Airplane! (1980),Comedy,F,18,0,02135
35,357,3,978100740,Four Weddings and a Funeral (1994),Comedy|Romance,M,45,1,02482
35,1035,3,978101982,"Sound of Music, The (1965)",Musical,M,45,1,02482
36,597,5,978063797,Pretty Woman (1990),Comedy|Romance,M,25,3,94123
36,2580,5,978061683,Go (1999),Crime,M,25,3,94123
36,10,4,978211470,GoldenEye (1995),Action|Adventure|Thriller,M,25,3,94123
36,2763,4,978061895,"Thomas Crown Affair, The (1999)",Action|Thriller,M,25,3,94123
36,1610,5,978211235,"Hunt for Red October, The (1990)",Action|Thriller,M,25,3,94123
36,2791,5,978063339,Airplane! (1980),Comedy,M,25,3,94123
36,2502,3,978061792,Office Space (1999),Comedy|Romance,M,25,3,94123
36,2391,4,978211218,"Simple Plan, A (1998)",Crime|Thriller,M,25,3,94123
37,597,5,978057316,Pretty Woman (1990),Comedy|Romance,F,25,9,66212
37,236,4,978057260,French Kiss (1995),Comedy|Romance,F,25,9,66212
37,1457,4,978057260,Fools Rush In (1997),Comedy|Romance,F,25,9,66212
37,357,5,978056876,Four Weddings and a Funeral (1994),Comedy|Romance,F,25,9,66212
37,2791,5,978056172,Airplane! (1980),Comedy,F,25,9,66212
38,236,4,978045041,French Kiss (1995),Comedy|Romance,F,18,4,02215
38,357,5,978044738,Four Weddings and a Funeral (1994),Comedy|Romance,F,18,4,02215
39,1193,5,978043535,One Flew Over the Cuckoo's Nest (1975),Drama,M,18,4,61820
39,2580,5,978044073,Go (1999),Crime,M,18,4,61820
39,2826,2,978043734,"13th Warrior, The (1999)",Action|Horror|Thriller,M,18,4,61820
39,2763,4,978044380,"Thomas Crown Affair, The (1999)",Action|Thriller,M,18,4,61820
39,2502,5,978043605,Office Space (1999),Comedy|Romance,M,18,4,61820
42,1193,3,978038981,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,8,24502
42,10,3,978041065,GoldenEye (1995),Action|Adventure|Thriller,M,25,8,24502
42,1610,5,978040857,"Hunt for Red October, The (1990)",Action|Thriller,M,25,8,24502
43,2763,3,978026605,"Thomas Crown Affair, The (1999)",Action|Thriller,M,25,12,60614
44,1193,4,978018995,One Flew Over the Cuckoo's Nest (1975),Drama,M,45,17,98052
45,1188,4,977988372,Strictly Ballroom (1992),Comedy|Romance,F,45,16,94110
45,1500,1,977990604,Grosse Pointe Blank (1997),Comedy|Crime,F,45,16,94110
45,357,5,977990525,Four Weddings and a Funeral (1994),Comedy|Romance,F,45,16,94110
45,2791,3,977990251,Airplane! (1980),Comedy,F,45,16,94110
47,1193,4,977978345,One Flew Over the Cuckoo's Nest (1975),Drama,M,18,4,94305
48,1193,4,977975061,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,4,92107
48,597,3,978062354,Pretty Woman (1990),Comedy|Romance,M,25,4,92107
48,1457,2,978013589,Fools Rush In (1997),Comedy|Romance,M,25,4,92107
48,1610,4,977976188,"Hunt for Red October, The (1990)",Action|Thriller,M,25,4,92107
48,1752,2,978066474,Hard Rain (1998),Action|Thriller,M,25,4,92107
48,1690,3,978066388,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,25,4,92107
48,236,3,978063800,French Kiss (1995),Comedy|Romance,M,25,4,92107
48,1792,3,978066316,U.S. Marshalls (1998),Action|Thriller,M,25,4,92107
48,10,4,978013024,GoldenEye (1995),Action|Adventure|Thriller,M,25,4,92107
48,357,3,978012996,Four Weddings and a Funeral (1994),Comedy|Romance,M,25,4,92107
48,1035,3,978059754,"Sound of Music, The (1965)",Musical,M,25,4,92107
48,2791,4,978062117,Airplane! (1980),Comedy,M,25,4,92107
49,1193,4,978813972,One Flew Over the Cuckoo's Nest (1975),Drama,M,18,12,77084
49,2763,3,977975162,"Thomas Crown Affair, The (1999)",Action|Thriller,M,18,12,77084
50,3155,4,977961187,Anna and the King (1999),Drama|Romance,F,25,2,98133
50,3556,3,977960681,"Virgin Suicides, The (1999)",Comedy|Drama,F,25,2,98133
50,2791,4,977961102,Airplane! (1980),Comedy,F,25,2,98133
51,3556,4,977947337,"Virgin Suicides, The (1999)",Comedy|Drama,F,1,10,10562
52,1610,4,977947292,"Hunt for Red October, The (1990)",Action|Thriller,M,18,4,72212
52,2826,3,977947572,"13th Warrior, The (1999)",Action|Horror|Thriller,M,18,4,72212
52,2763,5,977947435,"Thomas Crown Affair, The (1999)",Action|Thriller,M,18,4,72212
52,70,4,977947827,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,18,4,72212
53,1193,5,977946400,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,0,96931
53,1610,5,977972961,"Hunt for Red October, The (1990)",Action|Thriller,M,25,0,96931
53,2502,4,977949481,Office Space (1999),Comedy|Romance,M,25,0,96931
53,1690,4,977976676,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,25,0,96931
53,2580,5,977949217,Go (1999),Crime,M,25,0,96931
53,1035,5,977979615,"Sound of Music, The (1965)",Musical,M,25,0,96931
53,70,4,977974764,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,25,0,96931
54,1193,5,977944039,One Flew Over the Cuckoo's Nest (1975),Drama,M,50,1,56723
54,2791,5,977944816,Airplane! (1980),Comedy,M,50,1,56723
55,678,4,977942882,Some Folks Call It a Sling Blade (1993),Drama|Thriller,F,35,12,55303
56,1500,5,977939120,Grosse Pointe Blank (1997),Comedy|Crime,M,35,20,60440
56,2580,4,977938881,Go (1999),Crime,M,35,20,60440
57,3556,4,977935453,"Virgin Suicides, The (1999)",Comedy|Drama,M,18,19,30350
57,2791,4,977935272,Airplane! (1980),Comedy,M,18,19,30350
57,70,3,977935730,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,18,19,30350
58,1193,5,977933866,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,2,30303
58,1500,4,977939004,Grosse Pointe Blank (1997),Comedy|Crime,M,25,2,30303
58,1610,4,977938315,"Hunt for Red October, The (1990)",Action|Thriller,M,25,2,30303
58,1690,4,977936364,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,25,2,30303
58,2580,4,977938159,Go (1999),Crime,M,25,2,30303
58,2826,5,977935958,"13th Warrior, The (1999)",Action|Horror|Thriller,M,25,2,30303
58,357,4,977940916,Four Weddings and a Funeral (1994),Comedy|Romance,M,25,2,30303
58,2791,5,977938976,Airplane! (1980),Comedy,M,25,2,30303
58,70,4,977935859,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,25,2,30303
59,1188,4,977934664,Strictly Ballroom (1992),Comedy|Romance,F,50,1,55413
59,1193,4,977934292,One Flew Over the Cuckoo's Nest (1975),Drama,F,50,1,55413
59,357,3,977934773,Four Weddings and a Funeral (1994),Comedy|Romance,F,50,1,55413
59,1035,4,1041967002,"Sound of Music, The (1965)",Musical,F,50,1,55413
60,1180,3,977932152,Hear My Song (1991),Comedy,M,50,1,72118
60,1500,5,977932152,Grosse Pointe Blank (1997),Comedy|Crime,M,50,1,72118
60,10,4,977931800,GoldenEye (1995),Action|Adventure|Thriller,M,50,1,72118
60,357,1,977932033,Four Weddings and a Funeral (1994),Comedy|Romance,M,50,1,72118
62,1193,4,977968584,One Flew Over the Cuckoo's Nest (1975),Drama,F,35,3,98105
62,597,1,977904043,Pretty Woman (1990),Comedy|Romance,F,35,3,98105
62,1035,4,977969729,"Sound of Music, The (1965)",Musical,F,35,3,98105
63,2502,5,977900636,Office Space (1999),Comedy|Romance,M,18,4,54902
63,2580,4,977900426,Go (1999),Crime,M,18,4,54902
63,2826,1,977900049,"13th Warrior, The (1999)",Action|Horror|Thriller,M,18,4,54902
63,70,4,979518495,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,18,4,54902
65,597,4,977888305,Pretty Woman (1990),Comedy|Romance,M,35,12,55803
65,1610,5,977888008,"Hunt for Red October, The (1990)",Action|Thriller,M,35,12,55803
65,2763,5,986615200,"Thomas Crown Affair, The (1999)",Action|Thriller,M,35,12,55803
66,2791,5,977886016,Airplane! (1980),Comedy,M,25,18,57706
67,2791,3,977884202,Airplane! (1980),Comedy,F,50,5,60181
68,1500,4,977896092,Grosse Pointe Blank (1997),Comedy|Crime,M,18,4,53706
68,2791,3,991375804,Airplane! (1980),Comedy,M,18,4,53706
70,3155,4,977877689,Anna and the King (1999),Drama|Romance,M,18,4,53703
70,2580,4,977877142,Go (1999),Crime,M,18,4,53703
70,2826,3,977877648,"13th Warrior, The (1999)",Action|Horror|Thriller,M,18,4,53703
71,3155,3,977875448,Anna and the King (1999),Drama|Romance,M,25,14,95008
71,2791,5,977875378,Airplane! (1980),Comedy,M,25,14,95008
72,1188,5,977868929,Strictly Ballroom (1992),Comedy|Romance,F,45,0,55122
72,597,4,977869041,Pretty Woman (1990),Comedy|Romance,F,45,0,55122
73,597,4,977868078,Pretty Woman (1990),Comedy|Romance,M,18,4,53706
73,1610,4,977866646,"Hunt for Red October, The (1990)",Action|Thriller,M,18,4,53706
73,1690,3,977867039,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,18,4,53706
73,2826,4,977867039,"13th Warrior, The (1999)",Action|Horror|Thriller,M,18,4,53706
73,2791,4,977865276,Airplane! (1980),Comedy,M,18,4,53706
73,70,5,977865460,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,18,4,53706
78,1188,4,978570648,Strictly Ballroom (1992),Comedy|Romance,F,45,1,98029
78,357,4,978570767,Four Weddings and a Funeral (1994),Comedy|Romance,F,45,1,98029
78,1035,5,977811665,"Sound of Music, The (1965)",Musical,F,45,1,98029
80,1193,4,977786172,One Flew Over the Cuckoo's Nest (1975),Drama,M,56,1,49327
80,597,4,977788079,Pretty Woman (1990),Comedy|Romance,M,56,1,49327
81,1193,5,977785864,One Flew Over the Cuckoo's Nest (1975),Drama,F,25,0,60640
82,1610,5,977775686,"Hunt for Red October, The (1990)",Action|Thriller,M,25,17,48380
82,10,4,977775855,GoldenEye (1995),Action|Adventure|Thriller,M,25,17,48380
82,2826,3,977775889,"13th Warrior, The (1999)",Action|Horror|Thriller,M,25,17,48380
82,2791,3,977762307,Airplane! (1980),Comedy,M,25,17,48380
83,3155,5,977718763,Anna and the King (1999),Drama|Romance,F,25,2,94609
83,2502,5,977719652,Office Space (1999),Comedy|Romance,F,25,2,94609
83,2763,5,977720011,"Thomas Crown Affair, The (1999)",Action|Thriller,F,25,2,94609
84,2502,5,977716384,Office Space (1999),Comedy|Romance,M,18,4,53140
86,236,5,980805500,French Kiss (1995),Comedy|Romance,F,1,10,54467
86,1035,3,977695512,"Sound of Music, The (1965)",Musical,F,1,10,54467
87,1610,5,977768358,"Hunt for Red October, The (1990)",Action|Thriller,M,25,14,48360
88,1193,5,977694161,One Flew Over the Cuckoo's Nest (1975),Drama,F,45,1,02476
89,1193,5,977683596,One Flew Over the Cuckoo's Nest (1975),Drama,F,56,9,85749
89,2791,1,993955973,Airplane! (1980),Comedy,F,56,9,85749
90,1457,4,993874395,Fools Rush In (1997),Comedy|Romance,M,56,13,85749
90,2763,3,993874582,"Thomas Crown Affair, The (1999)",Action|Thriller,M,56,13,85749
90,2791,5,993877223,Airplane! (1980),Comedy,M,56,13,85749
91,1500,5,977666475,Grosse Pointe Blank (1997),Comedy|Crime,M,35,7,07650
91,2791,5,977666548,Airplane! (1980),Comedy,M,35,7,07650
92,3225,1,986186617,Down to You (2000),Comedy|Romance,F,18,4,44243
92,3155,2,977646467,Anna and the King (1999),Drama|Romance,F,18,4,44243
92,2502,5,986188271,Office Space (1999),Comedy|Romance,F,18,4,44243
92,2580,4,986188201,Go (1999),Crime,F,18,4,44243
92,2826,1,986188022,"13th Warrior, The (1999)",Action|Horror|Thriller,F,18,4,44243
92,2763,4,986188470,"Thomas Crown Affair, The (1999)",Action|Thriller,F,18,4,44243
92,357,4,977646846,Four Weddings and a Funeral (1994),Comedy|Romance,F,18,4,44243
92,1035,5,986187575,"Sound of Music, The (1965)",Musical,F,18,4,44243
92,2791,4,977646787,Airplane! (1980),Comedy,F,18,4,44243
92,70,1,986711645,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,F,18,4,44243
93,1610,4,977631640,"Hunt for Red October, The (1990)",Action|Thriller,M,25,17,95825
93,1752,1,977632670,Hard Rain (1998),Action|Thriller,M,25,17,95825
93,1690,3,977632432,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,25,17,95825
93,1792,2,977632338,U.S. Marshalls (1998),Action|Thriller,M,25,17,95825
93,10,3,977632002,GoldenEye (1995),Action|Adventure|Thriller,M,25,17,95825
93,2826,4,977632100,"13th Warrior, The (1999)",Action|Horror|Thriller,M,25,17,95825
93,2763,4,977632100,"Thomas Crown Affair, The (1999)",Action|Thriller,M,25,17,95825
95,1193,5,977626632,One Flew Over the Cuckoo's Nest (1975),Drama,M,45,0,98201
95,1500,3,977627947,Grosse Pointe Blank (1997),Comedy|Crime,M,45,0,98201
95,1610,5,977626915,"Hunt for Red October, The (1990)",Action|Thriller,M,45,0,98201
95,10,4,977626958,GoldenEye (1995),Action|Adventure|Thriller,M,45,0,98201
95,357,3,977627826,Four Weddings and a Funeral (1994),Comedy|Romance,M,45,0,98201
96,1193,3,977621789,One Flew Over the Cuckoo's Nest (1975),Drama,F,25,16,78028
96,1610,4,980564006,"Hunt for Red October, The (1990)",Action|Thriller,F,25,16,78028
98,2791,5,977619432,Airplane! (1980),Comedy,F,35,7,33547
99,1193,2,982791053,One Flew Over the Cuckoo's Nest (1975),Drama,F,1,10,19390
99,3556,5,982872983,"Virgin Suicides, The (1999)",Comedy|Drama,F,1,10,19390
101,2826,4,977578932,"13th Warrior, The (1999)",Action|Horror|Thriller,F,18,3,33314
101,2763,5,977578853,"Thomas Crown Affair, The (1999)",Action|Thriller,F,18,3,33314
102,1193,5,1040737607,One Flew Over the Cuckoo's Nest (1975),Drama,M,35,19,20871
102,851,2,1039275574,Basquiat (1996),Drama,M,35,19,20871
102,2502,1,1039274339,Office Space (1999),Comedy|Romance,M,35,19,20871
102,2580,3,1039274206,Go (1999),Crime,M,35,19,20871
102,10,2,1039275574,GoldenEye (1995),Action|Adventure|Thriller,M,35,19,20871
102,2763,5,1039274494,"Thomas Crown Affair, The (1999)",Action|Thriller,M,35,19,20871
103,1610,5,977554780,"Hunt for Red October, The (1990)",Action|Thriller,M,45,7,92104
103,1792,3,977555389,U.S. Marshalls (1998),Action|Thriller,M,45,7,92104
103,2826,4,977554882,"13th Warrior, The (1999)",Action|Horror|Thriller,M,45,7,92104
103,2791,5,977554245,Airplane! (1980),Comedy,M,45,7,92104
103,70,5,977554399,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,45,7,92104
104,1193,2,977546620,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,12,00926
104,3155,2,1016055687,Anna and the King (1999),Drama|Romance,M,25,12,00926
104,2826,5,977546807,"13th Warrior, The (1999)",Action|Horror|Thriller,M,25,12,00926
106,1188,5,977536060,Strictly Ballroom (1992),Comedy|Romance,F,35,11,79101
106,357,3,977536159,Four Weddings and a Funeral (1994),Comedy|Romance,F,35,11,79101
107,1193,5,977533908,One Flew Over the Cuckoo's Nest (1975),Drama,M,45,18,63129
107,1035,3,977534738,"Sound of Music, The (1965)",Musical,M,45,18,63129
108,2791,4,977527478,Airplane! (1980),Comedy,M,25,12,30316
109,1193,2,977516253,One Flew Over the Cuckoo's Nest (1975),Drama,M,45,15,92028
109,1035,4,977528275,"Sound of Music, The (1965)",Musical,M,45,15,92028
109,2791,5,977517339,Airplane! (1980),Comedy,M,45,15,92028
110,2580,4,977514443,Go (1999),Crime,M,25,2,90803
110,70,2,977514619,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,25,2,90803
111,1188,4,977512079,Strictly Ballroom (1992),Comedy|Romance,M,35,15,55416
111,357,4,977512737,Four Weddings and a Funeral (1994),Comedy|Romance,M,35,15,55416
113,70,2,977506451,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,18,12,37032
115,2791,5,977501871,Airplane! (1980),Comedy,M,25,17,28083
115,70,5,977501976,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,M,25,17,28083
116,2826,4,977496866,"13th Warrior, The (1999)",Action|Horror|Thriller,M,25,17,55744
116,3556,5,982347486,"Virgin Suicides, The (1999)",Comedy|Drama,M,25,17,55744
116,2763,3,977497102,"Thomas Crown Affair, The (1999)",Action|Thriller,M,25,17,55744
117,1500,3,977494772,Grosse Pointe Blank (1997),Comedy|Crime,M,25,17,33314
117,1610,5,977498413,"Hunt for Red October, The (1990)",Action|Thriller,M,25,17,33314
117,1690,3,977501571,Alien: Resurrection (1997),Action|Horror|Sci-Fi,M,25,17,33314
117,10,4,977501371,GoldenEye (1995),Action|Adventure|Thriller,M,25,17,33314
117,2826,5,977501470,"13th Warrior, The (1999)",Action|Horror|Thriller,M,25,17,33314
117,2791,2,977495730,Airplane! (1980),Comedy,M,25,17,33314
118,1500,5,977502065,Grosse Pointe Blank (1997),Comedy|Crime,M,35,17,22315
118,10,4,977501253,GoldenEye (1995),Action|Adventure|Thriller,M,35,17,22315
118,2763,4,977501195,"Thomas Crown Affair, The (1999)",Action|Thriller,M,35,17,22315
118,357,4,977502289,Four Weddings and a Funeral (1994),Comedy|Romance,M,35,17,22315
118,2791,4,977502048,Airplane! (1980),Comedy,M,35,17,22315
120,1193,5,977458103,One Flew Over the Cuckoo's Nest (1975),Drama,M,25,11,27106
120,2791,4,977458347,Airplane! (1980),Comedy,M,25,11,27106
122,1690,3,977480979,Alien: Resurrection (1997),Action|Horror|Sci-Fi,F,18,4,94305
122,2763,4,977480772,"Thomas Crown Affair, The (1999)",Action|Thriller,F,18,4,94305
123,1193,5,977448350,One Flew Over the Cuckoo's Nest (1975),Drama,M,35,9,67208
123,597,3,977596739,Pretty Woman (1990),Comedy|Romance,M,35,9,67208
123,1500,3,977531631,Grosse Pointe Blank (1997),Comedy|Crime,M,35,9,67208
123,1610,4,977529284,"Hunt for Red October, The (1990)",Action|Thriller,M,35,9,67208
123,2502,3,977447290,Office Space (1999),Comedy|Romance,M,35,9,67208
123,2391,4,977529865,"Simple Plan, A (1998)",Crime|Thriller,M,35,9,67208
123,1792,3,977530117,U.S. Marshalls (1998),Action|Thriller,M,35,9,67208
