predicted_gender,confidence,male_prob,female_prob,ground_truth,correct,movie_title,genre,sample_id,v0,v1,v2,dist_v0_v1,dist_v0_v2,proxy_ratio,is_proxy_p
Male,0.731058573739949,0.731058573739949,0.2689414262600511,Male,True,Toy Story,Animation,49,"[ 0.05859375 -1.9375     -0.46289062 ... -0.24414062  0.3671875
  0.7734375 ]","[ 0.07617188 -1.3125     -0.04199219 ... -0.61328125  0.45703125
  0.7578125 ]","[ 0.20117188 -1.40625    -0.26367188 ... -0.6875      0.31445312
  0.828125  ]",31.769622802734375,30.032743453979492,1.0578328563568644,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Female,False,"Christmas Story, A",Comedy,55,"[ 0.71484375 -0.8671875  -1.1640625  ... -0.53515625  0.10595703
  1.0625    ]","[ 0.62109375 -1.078125   -0.546875   ... -0.8515625   0.5234375
  0.9140625 ]","[ 0.6640625  -1.2265625  -0.578125   ... -0.80078125  0.29296875
  1.0078125 ]",26.26691436767578,24.235713958740234,1.0838102150221542,False
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,"Lord of the Rings, The",Adventure,57,"[ 0.05664062 -1.4609375  -0.625      ... -0.18066406  0.453125
  0.80859375]","[ 0.5        -1.015625   -0.37304688 ... -0.5078125   0.6796875
  0.8515625 ]","[ 0.49609375 -0.984375   -0.2734375  ... -0.49023438  0.5546875
  1.0078125 ]",25.60028076171875,25.086761474609375,1.0204697317118598,True
Male,0.731058573739949,0.731058573739949,0.2689414262600511,Female,False,Bad Boys,Action,63,"[ 0.3203125  -1.015625   -1.0625     ... -0.5859375   0.44726562
 -0.03710938]","[-0.04296875 -1.25       -0.234375   ... -0.6171875   0.8828125
  0.6171875 ]","[ 0.1015625  -1.2265625  -0.46679688 ... -0.77734375  0.75
  0.71875   ]",34.31076431274414,33.1119384765625,1.0362052444216803,False
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,"Thirteenth Floor, The",Drama,68,"[ 0.578125   -1.3984375  -1.4609375  ... -0.515625   -0.69921875
  0.34375   ]","[ 0.8125     -0.5859375  -0.98828125 ... -0.89453125  0.03125
  0.6640625 ]","[ 0.8359375  -0.58203125 -0.93359375 ... -0.953125   -0.02441406
  0.78125   ]",23.91179656982422,24.365610122680664,0.981374832791576,True
Male,0.718594382893228,0.718594382893228,0.28140561710677203,Male,True,"Bridge on the River Kwai, The",Drama,75,"[ 0.69921875 -1.296875   -1.078125   ... -1.3046875   0.07128906
  0.16015625]","[ 0.8046875  -0.8828125  -0.73046875 ... -1.234375    0.20703125
  0.24414062]","[ 0.8046875  -0.9140625  -0.69140625 ... -1.265625    0.09472656
  0.2890625 ]",20.236896514892578,20.131120681762695,1.0052543434987782,True
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Male,True,Executive Decision,Action,79,"[ 0.80078125 -1.1484375  -1.28125    ... -0.5078125   0.2109375
 -0.11523438]",[ 0.3671875 -1.28125   -0.5234375 ... -0.9296875  0.6953125  0.6015625],"[ 0.390625   -1.296875   -0.5078125  ... -0.9921875   0.578125
  0.70703125]",28.672199249267578,29.71747589111328,0.9648261967024412,True
Male,0.718594382893228,0.718594382893228,0.28140561710677203,Male,True,Batman,Action,80,"[ 0.796875   -1.2890625  -1.1171875  ... -0.76953125  0.48828125
  0.46484375]","[ 0.55859375 -1.015625   -0.6015625  ... -0.9375      0.75390625
  0.8125    ]","[ 0.609375   -1.         -0.5703125  ... -1.0859375   0.6015625
  0.87890625]",23.900842666625977,24.6052303314209,0.9713724413459709,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,Toy Story 2,Animation,84,"[ 0.02246094 -1.8671875  -0.54296875 ... -0.34765625  0.33984375
  0.65625   ]","[ 0.234375   -1.34375    -0.10644531 ... -0.60546875  0.4765625
  0.6796875 ]","[ 0.296875   -1.46875    -0.09570312 ... -0.6875      0.37109375
  0.85546875]",27.385156631469727,26.873676300048828,1.0190327633450598,True
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Male,True,Dragonheart,Action,87,"[ 0.33984375 -1.359375   -0.96875    ... -0.4375     -0.29492188
  0.71484375]","[ 0.34375    -1.234375   -0.5390625  ... -0.640625    0.63671875
  0.86328125]","[ 0.38671875 -1.15625    -0.5234375  ... -0.74609375  0.5390625
  0.9765625 ]",29.06071662902832,29.93636703491211,0.970749609845106,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,"Close Shave, A",Animation,88,"[ 0.15820312 -1.078125   -1.0390625  ... -0.609375   -0.14355469
  0.19726562]","[ 0.4296875  -0.90625    -0.11621094 ... -0.7265625   0.17675781
  0.515625  ]","[ 0.41015625 -0.9609375  -0.125      ... -0.7421875   0.00878906
  0.6171875 ]",27.778614044189453,24.258861541748047,1.145091412675455,True
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Male,True,Galaxy Quest,Adventure,89,"[ 0.20117188 -1.3828125  -0.828125   ...  0.44335938 -0.09179688
  0.5703125 ]","[-0.09082031 -1.125       0.05175781 ... -0.5859375   0.7578125
  0.9375    ]","[ 0.01757812 -1.1015625   0.05273438 ... -0.71875     0.6015625
  0.9375    ]",33.13999557495117,33.74336242675781,0.9821189467132246,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,Red Dawn,Action,95,"[ 1.2578125  -0.6796875  -1.375      ... -1.0546875  -0.04785156
  0.01953125]","[ 0.38867188 -0.97265625 -0.53125    ... -0.8515625   0.76171875
  0.7578125 ]","[ 0.44140625 -0.9296875  -0.6640625  ... -0.9921875   0.640625
  0.84375   ]",32.72877883911133,31.80732536315918,1.0289698506599276,True
Male,0.731058573739949,0.731058573739949,0.2689414262600511,Male,True,"Old Man and the Sea, The",Adventure,97,"[ 0.28515625 -0.90625    -1.171875   ... -0.49023438 -0.24707031
  0.859375  ]","[ 0.50390625 -0.8046875  -0.51171875 ... -0.8046875   0.41601562
  0.90625   ]","[ 0.48632812 -0.71484375 -0.41796875 ... -0.8671875   0.28515625
  0.9765625 ]",23.10713768005371,22.953962326049805,1.0066731548027044,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,Saving Private Ryan,Action,99,"[ 0.73828125 -0.578125   -1.109375   ... -0.71484375  0.3984375
  0.5390625 ]","[ 0.34375    -0.9921875  -0.3125     ... -0.97265625  1.0234375
  1.015625  ]","[ 0.28710938 -0.98046875 -0.42773438 ... -1.03125     0.83203125
  1.0078125 ]",34.698341369628906,34.47719955444336,1.0064141463917973,True
Male,0.718594382893228,0.718594382893228,0.28140561710677203,Male,True,Independence Day (ID4),Action,106,"[ 0.34960938 -1.5546875  -1.1796875  ...  0.28515625 -0.33007812
  0.16210938]","[ 0.265625   -1.25       -0.33203125 ... -0.19335938  0.30078125
  0.6015625 ]","[ 0.328125   -1.265625   -0.28710938 ... -0.2421875   0.16992188
  0.70703125]",29.557369232177734,29.8311710357666,0.9908216203390472,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Austin Powers: International Man of Mystery,Comedy,107,"[ 0.17382812 -1.4765625  -0.671875   ... -0.3203125   0.03173828
  0.11914062]","[ 0.0859375  -1.03125    -0.30859375 ... -0.578125    1.328125
  0.7734375 ]","[ 0.07128906 -1.046875   -0.35546875 ... -0.5         1.234375
  0.890625  ]",33.68016052246094,33.61501693725586,1.001937930755986,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Remember the Titans,Drama,109,"[ 0.515625    0.28515625 -0.640625   ... -0.78125    -0.65625
  0.35546875]","[ 0.40820312 -0.52734375 -0.32617188 ... -0.83203125  0.02099609
  0.78125   ]","[ 0.5859375  -0.421875   -0.47460938 ... -0.984375   -0.29492188
  0.86328125]",36.61799621582031,32.4253044128418,1.129303081886411,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Female,False,"Wrong Trousers, The",Animation,112,"[ 0.5234375  -0.875      -0.8828125  ... -0.17773438 -0.7265625
  0.29492188]","[ 0.578125   -0.64453125 -0.5859375  ... -0.15820312 -1.1015625
  0.56640625]","[ 0.5390625  -0.65234375 -0.5390625  ... -0.17773438 -1.09375
  0.6953125 ]",19.89684295654297,18.470035552978516,1.0772498454970145,False
Male,0.754914989238764,0.754914989238764,0.24508501076123604,Male,True,Star Trek: The Wrath of Khan,Action,115,"[ 0.09863281 -1.296875   -0.890625   ...  0.03320312  0.29296875
  0.15234375]","[ 0.21875    -1.         -0.06640625 ... -0.62109375  0.984375
  0.87890625]","[ 0.25390625 -0.953125    0.0625     ... -0.65625     0.9140625
  0.94140625]",28.243515014648438,27.58664321899414,1.0238112256065977,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Star Trek VI: The Undiscovered Country,Action,119,"[-0.02441406 -1.34375    -0.93359375 ...  0.0234375   0.4765625
  0.15625   ]","[ 0.1328125  -1.1171875  -0.06152344 ... -0.55859375  1.0859375
  0.8359375 ]","[ 0.11914062 -1.078125    0.04394531 ... -0.578125    1.0625
  0.9453125 ]",28.787059783935547,29.35841178894043,0.9805387287664687,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,Vacation,Comedy,124,"[-0.16113281 -0.72265625 -0.54296875 ... -0.3359375  -0.6328125
  0.49023438]","[ 0.40820312 -1.296875   -0.3203125  ... -0.7734375   0.37304688
  0.87890625]","[ 0.42382812 -1.28125    -0.375      ... -0.80078125  0.20605469
  0.984375  ]",37.20270919799805,37.751712799072266,0.9854575178124823,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,"South Park: Bigger, Longer and Uncut",Animation,125,"[ 0.4609375  -0.6875      0.03710938 ... -0.55078125  0.66796875
  0.578125  ]","[ 0.41796875 -0.859375   -0.0390625  ... -0.7109375   0.67578125
  0.7578125 ]","[ 0.37109375 -0.91796875 -0.046875   ... -0.7578125   0.51953125
  0.91796875]",28.069517135620117,29.731449127197266,0.9441018837020665,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Big Daddy,Comedy,130,"[ 0.00488281 -0.8984375  -0.8046875  ...  0.12695312 -0.65234375
  0.21289062]","[ 0.15625    -0.8984375  -0.28515625 ... -0.43359375  0.44140625
  0.79296875]","[ 0.265625   -0.93359375 -0.32617188 ... -0.58984375  0.25390625
  0.8203125 ]",33.90367889404297,33.96714401245117,0.9981315730175532,True
Male,0.754914989238764,0.754914989238764,0.24508501076123604,Female,False,Rounders,Crime,133,"[ 0.4921875  -0.58203125 -0.78515625 ... -0.484375    0.14746094
  0.37695312]","[ 0.34765625 -0.5234375  -0.49023438 ... -0.703125    0.90625
  0.4765625 ]","[ 0.3359375  -0.49414062 -0.5703125  ... -0.7578125   0.8203125
  0.515625  ]",34.76792526245117,34.65134048461914,1.0033645096024535,False
Male,0.718594382893228,0.718594382893228,0.28140561710677203,Male,True,Batman,Action,138,"[ 0.796875   -1.2890625  -1.1171875  ... -0.76953125  0.48828125
  0.46484375]","[ 0.55859375 -1.015625   -0.6015625  ... -0.9375      0.75390625
  0.8125    ]","[ 0.609375   -1.         -0.5703125  ... -1.0859375   0.6015625
  0.87890625]",23.900842666625977,24.6052303314209,0.9713724413459709,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Female,False,Toy Story 2,Animation,143,"[ 0.02246094 -1.8671875  -0.54296875 ... -0.34765625  0.33984375
  0.65625   ]","[ 0.234375   -1.34375    -0.10644531 ... -0.60546875  0.4765625
  0.6796875 ]","[ 0.296875   -1.46875    -0.09570312 ... -0.6875      0.37109375
  0.85546875]",27.385156631469727,26.873676300048828,1.0190327633450598,False
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,"Princess Bride, The",Action,146,"[ 0.5390625  -1.4921875  -1.03125    ... -0.56640625  0.01757812
  0.796875  ]",[ 0.6953125 -1.0703125 -0.5703125 ... -0.8203125  0.5546875  0.6953125],"[ 0.734375   -1.078125   -0.45898438 ... -0.83984375  0.39453125
  0.90625   ]",25.6701717376709,25.156465530395508,1.0204204440584268,True
Male,0.731058573739949,0.731058573739949,0.2689414262600511,Male,True,Batman & Robin,Action,150,"[ 0.81640625 -1.296875   -0.98828125 ... -0.55859375  0.03710938
  0.15332031]","[ 0.625      -1.015625   -0.4375     ... -0.75        0.66015625
  0.7578125 ]","[ 0.7890625  -1.015625   -0.48828125 ... -0.8203125   0.5078125
  0.8359375 ]",26.659452438354492,25.570152282714844,1.0426004559210231,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Legends of the Fall,Drama,152,"[ 0.56640625 -0.6875     -1.0390625  ... -0.34765625  0.00830078
  0.5078125 ]","[ 0.66015625 -1.0390625  -0.6015625  ... -0.8203125   0.62109375
  0.6796875 ]","[ 0.796875   -0.94921875 -0.62890625 ... -0.859375    0.328125
  0.921875  ]",29.20296859741211,25.95469856262207,1.125151521821811,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Pinocchio,Animation,153,"[ 0.71875    -2.078125   -0.3359375  ... -0.06542969  0.03125
  0.3671875 ]","[ 0.40039062 -1.6328125  -0.05078125 ... -0.72265625  0.25390625
  0.53125   ]","[ 0.46484375 -1.703125   -0.15917969 ... -0.81640625  0.08056641
  0.6875    ]",32.915164947509766,33.01057434082031,0.997109732102914,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Female,False,Big Daddy,Comedy,156,"[ 0.00488281 -0.8984375  -0.8046875  ...  0.12695312 -0.65234375
  0.21289062]","[ 0.15625    -0.8984375  -0.28515625 ... -0.43359375  0.44140625
  0.79296875]","[ 0.265625   -0.93359375 -0.32617188 ... -0.58984375  0.25390625
  0.8203125 ]",33.90367889404297,33.96714401245117,0.9981315730175532,False
Male,0.754914989238764,0.754914989238764,0.24508501076123604,Male,True,"13th Warrior, The",Action,162,"[ 0.27539062 -1.515625   -0.296875   ... -1.0234375   0.15429688
  0.53125   ]","[ 0.7109375  -1.1640625  -0.12597656 ... -0.9296875   0.3203125
  0.78515625]","[ 0.73828125 -1.109375   -0.13867188 ... -0.94921875  0.35742188
  0.8515625 ]",19.23759651184082,19.663040161132812,0.9783632817921725,True
Male,0.754914989238764,0.754914989238764,0.24508501076123604,Male,True,Ferris Bueller's Day Off,Comedy,164,"[ 0.671875   -1.0078125  -1.171875   ... -0.44140625 -1.15625
  0.83984375]","[-0.12304688 -0.921875   -0.34179688 ... -0.55859375  0.45117188
  0.8828125 ]","[-0.00195312 -0.99609375 -0.38085938 ... -0.51171875  0.35351562
  0.88671875]",39.47891616821289,39.125282287597656,1.0090385001678812,True
Male,0.718594382893228,0.718594382893228,0.28140561710677203,Male,True,Batman,Action,170,"[ 0.796875   -1.2890625  -1.1171875  ... -0.76953125  0.48828125
  0.46484375]","[ 0.55859375 -1.015625   -0.6015625  ... -0.9375      0.75390625
  0.8125    ]","[ 0.609375   -1.         -0.5703125  ... -1.0859375   0.6015625
  0.87890625]",23.900842666625977,24.6052303314209,0.9713724413459709,True
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Male,True,Swingers,Comedy,177,"[ 0.22070312 -1.125      -0.765625   ... -0.921875   -0.78515625
  0.60546875]","[ 0.0390625  -0.953125   -0.00439453 ... -0.5234375   0.375
  0.70703125]","[ 0.06835938 -1.0546875  -0.2734375  ... -0.57421875  0.2890625
  0.8515625 ]",37.101356506347656,38.04475021362305,0.9752030513610886,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,"Apartment, The",Comedy,178,"[-0.04785156 -1.421875   -1.375      ... -0.4609375  -0.41796875
  0.9453125 ]","[ 0.1484375  -0.6328125  -0.80078125 ... -0.640625   -0.10742188
  0.66015625]","[ 0.1640625  -0.75       -0.75       ... -0.734375   -0.18652344
  0.8125    ]",18.935626983642578,17.249385833740234,1.0977565900129873,True
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Male,True,Pushing Tin,Comedy,180,"[-0.203125   -1.421875   -1.234375   ... -0.03515625 -0.2265625
  0.44921875]","[ 0.24121094 -1.140625   -0.08300781 ... -0.65625     0.8125
  0.6015625 ]","[ 0.3203125  -1.203125   -0.1953125  ... -0.69921875  0.71875
  0.75      ]",33.7662467956543,32.6308479309082,1.0347952605093869,True
Male,0.7057850173365652,0.7057850173365652,0.2942149826634348,Male,True,Children of the Corn,Horror,183,"[ 0.62109375 -1.0703125  -0.8046875  ... -0.33398438 -0.47460938
 -0.53125   ]","[-0.19824219 -0.96875     0.6875     ... -0.640625    0.72265625
  0.2421875 ]","[-0.08300781 -1.0625      0.6484375  ... -0.7734375   0.5390625
  0.6015625 ]",39.66865921020508,38.05655288696289,1.0423608075488844,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Mad Max,Action,184,"[ 0.31640625 -0.91796875 -0.7578125  ... -0.4921875   0.09667969
  0.19921875]","[-0.0390625  -1.0625      0.27734375 ... -0.69140625  0.8046875
  0.41601562]","[ 0.02734375 -1.046875    0.18652344 ... -0.83984375  0.59375
  0.6015625 ]",34.410743713378906,34.47663497924805,0.9980888136011623,True
Male,0.731058573739949,0.731058573739949,0.2689414262600511,Female,False,"Sword in the Stone, The",Animation,185,"[ 0.09277344 -1.234375   -0.02148438 ... -0.20703125  0.59765625
  0.47265625]","[ 0.40234375 -1.0625      0.44140625 ... -0.5078125   0.28515625
  0.5390625 ]","[ 0.41601562 -1.0546875   0.4765625  ... -0.56640625  0.15625
  0.5859375 ]",23.088911056518555,21.897098541259766,1.054427873285076,False
Male,0.7057850173365652,0.7057850173365652,0.2942149826634348,Male,True,Animal House,Comedy,187,"[ 0.5234375  -0.890625   -1.046875   ... -0.8359375  -0.671875
 -0.11132812]","[ 0.4140625  -0.9296875  -0.3515625  ... -0.875       0.58984375
  0.6484375 ]","[ 0.47851562 -0.96875    -0.51953125 ... -0.9375      0.4375
  0.63671875]",37.63745880126953,37.27980422973633,1.0095937886163033,True
Male,0.754914989238764,0.754914989238764,0.24508501076123604,Male,True,Highlander,Action,188,"[ 0.36132812 -1.0390625  -1.671875   ... -1.203125    0.02050781
  0.375     ]","[ 0.3046875  -0.9921875  -0.5234375  ... -1.078125    0.75390625
  0.89453125]","[ 0.56640625 -0.96875    -0.84375    ... -1.2578125   0.6484375
  1.078125  ]",33.39555358886719,31.067468643188477,1.0749364218136832,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,Fantasia 2000,Animation,199,"[ 0.5625     -0.90625    -0.73828125 ... -0.31054688 -0.04296875
  0.16699219]","[ 0.7109375  -1.359375    0.07324219 ... -0.2578125   0.09863281
  0.5234375 ]","[ 0.796875   -1.4296875   0.00976562 ... -0.2578125  -0.06152344
  0.609375  ]",26.89719581604004,26.353105545043945,1.0206461534432687,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Female,False,"Christmas Carol, A",Drama,203,"[ 0.83203125 -1.3984375  -0.9375     ... -0.34765625  0.05029297
  1.2109375 ]","[ 0.83984375 -1.015625   -0.5546875  ... -0.9140625   0.23730469
  1.1328125 ]","[ 0.8984375  -1.1015625  -0.50390625 ... -0.8671875   0.19433594
  1.2265625 ]",21.029890060424805,19.03020477294922,1.105079545926236,False
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Male,True,Encino Man,Comedy,213,"[ 0.41796875 -0.9921875  -0.734375   ... -0.33984375 -1.0625
  0.8125    ]","[ 0.12402344 -1.078125   -0.15917969 ... -0.46875     0.5703125
  0.4609375 ]","[ 0.23339844 -1.1171875  -0.26367188 ... -0.421875    0.44921875
  0.5859375 ]",38.72452163696289,37.678165435791016,1.0277708900842666,True
Male,0.731058573739949,0.731058573739949,0.2689414262600511,Male,True,Wrongfully Accused,Action,214,"[ 0.43164062 -0.9921875  -1.359375   ... -0.37695312 -0.3203125
  0.39453125]","[ 0.48828125 -1.2734375  -0.609375   ... -0.828125    0.61328125
  0.5390625 ]","[ 0.5234375  -1.296875   -0.671875   ... -0.9609375   0.53125
  0.68359375]",34.3404541015625,34.915809631347656,0.9835216325872101,True
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Male,True,Gladiator,Action,218,"[-0.07714844 -1.40625    -0.40820312 ... -0.93359375  0.18359375
  0.84375   ]","[ 0.19921875 -1.46875     0.04199219 ... -0.953125    0.85546875
  0.6015625 ]","[ 0.22851562 -1.421875   -0.08691406 ... -1.0234375   0.68359375
  0.6875    ]",32.78010940551758,33.03142547607422,0.9923916065728803,True
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Female,False,Galaxy Quest,Adventure,219,"[ 0.20117188 -1.3828125  -0.828125   ...  0.44335938 -0.09179688
  0.5703125 ]","[-0.09082031 -1.125       0.05175781 ... -0.5859375   0.7578125
  0.9375    ]","[ 0.01757812 -1.1015625   0.05273438 ... -0.71875     0.6015625
  0.9375    ]",33.13999557495117,33.74336242675781,0.9821189467132246,False
Male,0.7431679988546758,0.7431679988546758,0.25683200114532423,Female,False,Galaxy Quest,Adventure,221,"[ 0.20117188 -1.3828125  -0.828125   ...  0.44335938 -0.09179688
  0.5703125 ]","[-0.09082031 -1.125       0.05175781 ... -0.5859375   0.7578125
  0.9375    ]","[ 0.01757812 -1.1015625   0.05273438 ... -0.71875     0.6015625
  0.9375    ]",33.13999557495117,33.74336242675781,0.9821189467132246,False
Male,0.731058573739949,0.731058573739949,0.2689414262600511,Male,True,Toy Story,Animation,222,"[ 0.05859375 -1.9375     -0.46289062 ... -0.24414062  0.3671875
  0.7734375 ]","[ 0.07617188 -1.3125     -0.04199219 ... -0.61328125  0.45703125
  0.7578125 ]","[ 0.20117188 -1.40625    -0.26367188 ... -0.6875      0.31445312
  0.828125  ]",31.769622802734375,30.032743453979492,1.0578328563568644,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama,223,"[ 0.2578125  -0.94140625 -1.484375   ... -0.71875     0.18359375
  0.54296875]","[ 0.53125    -0.81640625 -1.03125    ... -0.84375     0.46679688
  0.453125  ]","[ 0.5234375  -0.8046875  -0.97265625 ... -0.87890625  0.43164062
  0.53515625]",18.96636390686035,19.025712966918945,0.9968805862818074,True
Male,0.7057850321820706,0.7057850321820706,0.2942149678179294,Male,True,"Thirteenth Floor, The",Drama,230,"[ 0.578125   -1.3984375  -1.4609375  ... -0.515625   -0.69921875
  0.34375   ]","[ 0.8125     -0.5859375  -0.98828125 ... -0.89453125  0.03125
  0.6640625 ]","[ 0.8359375  -0.58203125 -0.93359375 ... -0.953125   -0.02441406
  0.78125   ]",23.91179656982422,24.365610122680664,0.981374832791576,True
Male,0.7185943982824885,0.7185943982824885,0.28140560171751144,Female,False,Caddyshack,Comedy,236,"[ 0.1484375  -0.02050781 -1.3828125  ... -0.125      -0.5625
  0.27539062]","[ 0.49023438 -0.90625    -0.41796875 ... -0.66015625  0.68359375
  0.5       ]","[ 0.50390625 -1.015625   -0.484375   ... -0.6953125   0.53125
  0.51171875]",38.352481842041016,37.94752883911133,1.0106713929789706,False
